foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
ProvGigaPath,continuousthorssonSTADLymphocyte Infiltration Signature Score,continuous,thorsson,STAD,Lymphocyte Infiltration Signature Score,ProvGigaPath__thorsson__STAD__Lymphocyte_Infiltration_Signature_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.165130123179045,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADMacrophage Regulation,continuous,thorsson,STAD,Macrophage Regulation,ProvGigaPath__thorsson__STAD__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.165873368104821,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADMast Cells Resting,continuous,thorsson,STAD,Mast Cells Resting,ProvGigaPath__thorsson__STAD__Mast_Cells_Resting,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.090022765164318,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADNonsilent Mutation Rate,continuous,thorsson,STAD,Nonsilent Mutation Rate,ProvGigaPath__thorsson__STAD__Nonsilent_Mutation_Rate,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.249986346786656,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADNumber of Segments,continuous,thorsson,STAD,Number of Segments,ProvGigaPath__thorsson__STAD__Number_of_Segments,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.336741421430035,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADProliferation,continuous,thorsson,STAD,Proliferation,ProvGigaPath__thorsson__STAD__Proliferation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.380007358131398,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADSilent Mutation Rate,continuous,thorsson,STAD,Silent Mutation Rate,ProvGigaPath__thorsson__STAD__Silent_Mutation_Rate,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.219493886179095,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADT Cells CD4 Memory Activated,continuous,thorsson,STAD,T Cells CD4 Memory Activated,ProvGigaPath__thorsson__STAD__T_Cells_CD4_Memory_Activated,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.17963538190771,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADTIL Regional Fraction,continuous,thorsson,STAD,TIL Regional Fraction,ProvGigaPath__thorsson__STAD__TIL_Regional_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.602174926963168,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADWound Healing,continuous,thorsson,STAD,Wound Healing,ProvGigaPath__thorsson__STAD__Wound_Healing,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.226928839682042,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTB Cells Naive,continuous,thorsson,TGCT,B Cells Naive,ProvGigaPath__thorsson__TGCT__B_Cells_Naive,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.267202221285721,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTLeukocyte Fraction,continuous,thorsson,TGCT,Leukocyte Fraction,ProvGigaPath__thorsson__TGCT__Leukocyte_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.345871643502626,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTLymphocyte Infiltration Signature Score,continuous,thorsson,TGCT,Lymphocyte Infiltration Signature Score,ProvGigaPath__thorsson__TGCT__Lymphocyte_Infiltration_Signature_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.357948933168313,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTMacrophage Regulation,continuous,thorsson,TGCT,Macrophage Regulation,ProvGigaPath__thorsson__TGCT__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.499225163864186,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTMacrophages M2,continuous,thorsson,TGCT,Macrophages M2,ProvGigaPath__thorsson__TGCT__Macrophages_M2,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.432943811974927,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTProliferation,continuous,thorsson,TGCT,Proliferation,ProvGigaPath__thorsson__TGCT__Proliferation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.133060513451132,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTStromal Fraction,continuous,thorsson,TGCT,Stromal Fraction,ProvGigaPath__thorsson__TGCT__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.436860814719022,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTTCR Richness,continuous,thorsson,TGCT,TCR Richness,ProvGigaPath__thorsson__TGCT__TCR_Richness,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.319102692695668,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonTGCTTCR Shannon,continuous,thorsson,TGCT,TCR Shannon,ProvGigaPath__thorsson__TGCT__TCR_Shannon,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.201931452957146,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
